Id,SalePrice
1478,170119.66171344733
2247,250685.11259383938
2274,257142.8531630676
2869,194530.46004469998
967,219624.51486911796
2656,141978.1857243721
667,208400.10444505015
1042,103365.41523056287
2023,134722.15806295883
2447,403462.09441235894
2055,117111.41070113682
2275,265692.83397765533
2204,167568.7014078355
1563,249438.02626580096
483,233968.44645385104
796,129590.36711726892
1526,149463.96600410072
2042,139079.95609370773
442,376865.8371645049
1693,307032.00685074244
1468,210385.56002363196
1430,180270.89931124216
2605,175065.92069315378
1529,167629.87176582954
335,133620.3440252744
1287,127612.43255811818
31,99543.48416488271
1785,304655.8896849216
82,166464.6747163646
2620,146260.82107916445
252,178625.3660418326
721,78734.44206016694
2165,189012.3901636543
2316,186493.1703053344
775,133230.59916037414
1558,115788.51628873889
17,170056.0535586996
1022,223155.89008548655
925,128528.50925514857
438,265023.04854760296
1270,141479.86423131678
1272,123249.60340739644
215,139438.0890604782
266,216578.5283681984
2402,292330.36059089296
1250,129624.58213741353
1984,133331.77398867745
1279,140950.47435720664
377,227296.02913212357
1252,139321.47542445204
2156,225482.91413861513
499,287467.6190794845
1374,126855.39182798509
2898,239478.2540058133
401,124887.57356960063
2721,203221.1086233637
2078,250230.03224940723
2589,127541.41850321101
1946,278976.27057264536
1334,119076.8867583478
2781,233209.99430281826
431,418653.5236975648
576,181244.5111318695
1474,187908.52627840656
2254,127910.31022159803
2155,266978.66415696935
885,107541.18457765115
643,121013.07678878524
1944,144149.69001538103
480,193469.46125310482
2845,121089.30259734341
2387,300563.2552511112
2407,221757.34365172643
2527,169065.56561027875
2514,148683.32548155735
629,187778.07563285713
80,200360.48561954926
1876,151830.17141177828
1546,113376.2610112729
2518,197805.51479682344
2347,159095.70811136795
783,244198.5417942989
1322,97495.25474773855
194,87796.98972074846
1770,293478.5606383364
2143,161547.86057130486
1229,210687.2042662552
511,238266.6591129627
46,232254.79295587615
1348,151844.6912648353
2465,183814.00373600904
387,216407.55083519735
873,201926.5699592354
1918,119911.18633784722
2764,209827.88950765936
2184,133584.12769629422
934,160722.05002659865
1920,141822.26463398038
2631,146075.72089461584
1768,602081.4216093613
2040,137085.97867162176
1749,204316.60887467026
834,225814.41340585751
1457,225237.67179086662
79,119583.9739819131
2302,115853.93804327711
1817,134979.351630065
2755,214264.52827355912
359,175556.53782038135
2059,111584.5624274374
2092,225981.5830952999
2516,220878.20967835907
150,114209.3571706306
1656,153984.19194596956
83,114177.74146465592
2411,189351.14317751434
795,69574.40118290656
2312,215604.60645366303
2917,85957.41548609298
1624,159970.96172123676
2215,256874.25804435642
1211,154300.53868668363
1485,153858.25952888775
1024,169522.49544692494
570,205677.0745210743
2874,116806.54007706452
700,154040.13317233697
2756,206113.28665019496
2022,179646.57511699764
583,233822.0104520503
2392,407922.3581726441
2424,200029.90619990946
212,116197.37909558066
736,142067.03994975952
1610,194944.40079695598
890,131306.49147392358
467,175420.00625569027
578,206850.70022135926
1747,157095.3449209349
1149,160927.72884466228
2758,236352.10688673533
857,134402.54784876682
2219,237394.42573642387
733,105201.09329452469
2909,112679.69430192036
1798,249127.05349898388
235,165471.46464103644
2366,131128.7381870136
1027,131902.84625194492
1195,153903.96214155087
1303,64279.790365309535
148,182857.51113491497
608,179813.62636706076
2515,195288.48072122235
821,266245.92205238796
2500,257529.14178208527
745,116464.98650627468
741,123318.31503548656
1611,115923.49373666606
2532,127758.26283602008
1081,217876.39295490328
1692,462521.27762824344
2520,156723.29667215046
276,91360.005861659
1992,121820.74053332942
663,64646.30474435301
418,121227.19622353524
1733,192157.76802279122
2359,149169.92134088534
253,175207.56018472434
1518,165587.43353029495
2035,127687.48397278028
2919,91384.28413919521
1540,232038.92195228723
2120,156001.29340283203
1674,198015.2345948029
256,131581.04988735556
2361,111935.37657091559
978,86706.1463673869
2280,153036.06667996634
2095,200218.16089865932
1709,298097.6944232327
2801,238117.56400485072
1246,101956.69628198557
2373,102938.75800017972
1055,252087.69436045233
2017,106510.04484671983
1099,246808.72284232813
1344,69229.03252486786
835,198486.96348738356
1117,207702.41511960834
2043,81355.39961890725
2085,124854.10189656218
410,163893.5454489994
2650,95685.76064647372
2867,150998.4796986696
1668,117712.99522516748
1161,166567.65353212555
2122,168114.75960750176
2539,144224.57403870582
1047,143878.21288014913
1445,129333.94990337758
541,141130.81972477536
569,246910.37718069804
1276,109957.39231269118
918,136522.2826659188
326,199835.1401758944
1936,139128.46759085107
895,98523.6928045866
257,143768.64308235908
1241,176486.20954642838
1545,116246.19220343126
1189,184820.70645610368
270,142324.80534965915
2066,242713.64256053924
693,113042.75971455488
1259,157565.7932889696
2916,163020.98588624538
2321,278555.60312282376
1977,111017.12843451473
1895,151522.04617896673
1240,156833.17107109222
85,161114.71315724638
1823,143184.55569247666
825,267920.58377699484
110,229502.2319770305
697,116372.6461254442
2297,102980.57496707406
1231,134878.5429630127
1355,130340.40870054087
968,380854.4836200476
584,211815.13597077105
1315,127150.42350812146
1606,148613.86248893756
206,104421.3956670176
1685,373096.47452044766
2016,140380.24472874452
869,196267.88480517233
2135,119725.85228734618
2346,186495.22853686748
2430,217166.07261654153
2198,96538.9171318416
2652,110850.30514882594
27,128778.08633008215
241,155271.25634244227
906,120789.43384684424
1506,120436.26863065457
2098,296433.33743934485
1435,209029.81443507606
2213,110523.33022136055
1274,128916.82437628944
743,65085.166095056564
1737,177870.97026741607
2797,239827.16094620572
2185,70938.48589026235
58,157533.22749190946
830,184254.6378436586
808,116882.70125859715
680,176122.04601219637
1153,117317.36023163644
1291,139222.1114486228
1818,167677.13179153408
2161,170770.7074016317
1883,131713.2441410639
350,311708.2678191765
2473,145303.94200550765
295,187999.96023372607
293,185620.11304858956
859,126895.86385694802
288,95598.41957553985
1578,166611.8530643425
102,177116.96275711572
2831,154705.5967909152
1030,175023.03834308725
2551,136560.8114157218
1286,160746.12936087878
958,342225.5382978766
776,128544.5810442208
72,224279.1046648221
2263,247241.67766300633
1866,136488.14751986027
2876,80287.04736255377
2146,237951.306266858
103,172227.78998465606
1500,122745.61110288266
492,188198.301031739
167,135940.53600289742
2597,114549.48809582375
2685,108103.23931307378
1035,144676.623983147
1220,61354.31643046178
2602,134671.2371157663
2159,202311.846957719
695,136739.0456215472
1109,279523.94933966105
640,178968.59863084814
1652,157815.008762799
2090,220804.08330585988
1188,194063.73902243475
2345,221090.31206533074
1059,429371.37018495484
2751,215264.4933209223
128,229607.65925588078
1523,190961.67158661108
2925,191878.8291992055
2145,245061.25452531545
1121,196496.84360130373
566,278728.9530251463
565,255847.7746532993
1331,134579.0311936773
2928,124189.85026745213
156,155201.63196381048
797,163737.97010704462
327,103301.41353953065
2859,147578.74419699237
1453,111952.96272662608
1762,334943.2317564801
1868,192215.5909146992
1760,203620.91691802387
1113,226074.1811879805
1812,184026.4938381755
117,148365.97384677036
1142,217242.91797961795
2342,457030.3280429031
927,136444.56019886865
2478,198296.98669580993
655,95871.60218584625
2064,122373.07797913726
369,240213.14925484476
2239,108286.26204591451
2732,197675.80279920268
1653,158345.88720143045
959,218568.67892902085
2395,334006.64969932736
1412,98061.75174004599
271,225722.96871364035
1484,154071.46058061393
1497,159019.65995287857
552,158771.9339039806
2,128395.20249767488
1855,280587.79128735693
4,267164.79540884384
2292,165095.89428733272
134,137798.98922521182
646,133845.68503190752
42,324617.21841308026
532,215586.10076733917
713,126708.10863878828
2561,124981.81777675978
2360,137926.52921617994
1333,115798.364550418
1407,229925.0301862134
2892,299976.44902562577
574,199073.46491900928
1227,182892.21579874243
2591,218095.11243521588
1476,195177.2286816586
1125,229430.88722647063
1446,133171.38388255268
408,117386.0319458214
1101,277541.9600543289
2251,205146.3882770846
373,178950.85785298818
2554,122596.0882937736
2382,249680.85667482237
1985,90053.09321714923
519,199078.1045240945
1093,200407.24293590678
864,228610.66352773304
2889,136276.68285232285
2308,191602.19337232687
986,165720.4347957578
1302,130406.71900092663
585,162338.4785580181
2708,152080.7777147345
147,127523.77899135
1441,214111.35468244672
383,195507.65075592438
285,165334.52954094758
181,114124.6557961166
358,181555.48193305513
780,166869.97226710772
258,187307.47092072168
1865,211380.5703065746
692,120806.4388834536
2902,327502.64346225216
508,221039.90211691885
2638,127294.13766188118
36,161017.75875282267
611,165745.37897955172
2281,136739.42293871508
1678,120839.86570997232
1696,486679.0217756036
1557,95116.86146612384
2180,157766.73900459998
1726,216041.19011178106
951,140460.13526499353
267,221617.61786118697
2706,164296.87120543997
2221,243887.13846221383
1357,159320.17634427626
2901,302947.2282258265
347,162774.6505678056
2164,178648.12658960072
1586,310657.41636383923
360,166736.8062242256
1769,251985.85197149488
2617,123410.83745502628
1879,178343.3848161658
991,209034.34508000713
1535,119793.13722837262
1191,165490.714060083
1579,205430.06935320082
1882,132400.66172381848
1510,137973.7372500386
2196,184154.87332354256
1845,183124.83330783623
2336,401561.27099272265
942,90297.7986909795
861,131889.2680651933
2555,112381.36343755556
1392,168127.1821478148
2099,235284.2650639986
1543,130167.5296346376
948,247282.21533821893
1239,188815.1508573051
22,173088.45119037578
2796,220722.9775575378
2747,181901.07937309492
92,269374.90136336384
210,180769.87323697
1858,195256.34612048106
2228,150319.6231446477
447,221119.88600111357
827,238935.9092967194
1649,193216.86335324537
682,128867.59169349926
2698,100026.18105330713
494,153653.68709006766
214,113530.18644751322
2441,236095.94052665413
2679,99904.4713996308
1336,129167.91113701923
465,174762.19893505686
1524,129392.0139708361
2543,122242.26336945497
631,132533.04411291884
2452,291202.8986492592
228,159171.1310366952
126,195290.41846415057
1092,231578.16081233812
1122,189800.8600259529
932,197676.67460816976
1980,106038.23845857987
2171,116407.24890207118
551,148262.1321710968
2768,176558.53375341193
2056,115138.06178973855
1159,358447.53354609804
2645,133541.99840667786
1174,171264.36004775384
2266,220200.23243458755
2462,419614.5564109569
1219,155543.0652494933
2922,183724.35297914708
118,153676.12595625347
474,173684.53702606147
2576,145709.9538716582
872,241767.79406509342
1077,217426.8384747534
1536,140796.384903342
1150,137263.31252889844
2341,288685.5629460661
1931,165278.63387407886
2785,133410.40344118516
2538,132021.79573612803
597,206845.85761732512
464,184432.79452153615
233,192471.0898531366
2169,128563.51994001953
2123,167881.28011324798
1867,166327.16312318135
137,244547.57687480233
515,236457.2297781742
933,130575.24291455286
2784,167721.82802496996
972,177526.76341710394
599,166695.46623365002
2614,114597.94751042029
2582,160122.10660811703
1409,145722.52108033985
175,118998.04140494259
352,213602.8379035335
976,98461.73246700256
2134,181821.08091393873
984,108874.26343833077
2396,427191.1002054572
1673,129831.62671479631
404,119019.7564268655
607,199907.22327138155
814,194016.5981863913
868,178980.15360465285
2271,221348.1938253972
1633,237358.69705623938
337,233265.5718708144
2765,178586.1158094022
1746,221464.25316355523
368,309591.9845208723
2806,189842.74960883826
1662,193583.71752361328
1234,213622.93059448918
1373,136358.62675059162
1672,120209.28359091506
1939,136763.28798407133
